season,next_season,rider_name,rider_slug,team_name,team_slug,team_base_slug,team_class,archetype,uci_points,pcs_points,racedays,wins_panel,points_per_raceday,team_rank_within_roster,team_points_share,current_scored_150_flag,current_scored_250_flag,team_proteam_rank,team_points_total,team_top1_share,team_top3_share,team_top5_share,team_n_riders_100_plus,team_n_riders_150_plus,team_n_riders_250_plus,team_n_riders_400_plus,result_summary_available,total_uci_points_detailed,total_pcs_points_detailed,uci_point_diff_vs_panel,points_match_within_1,gap_classification,n_starts,n_started,n_finished,n_dnf,n_dns,n_wins,n_podiums,n_top10s,n_scoring_results,finish_rate,scoring_rate,uci_points_from_stages,uci_points_from_gc,uci_points_from_one_day,uci_points_from_secondary_classifications,stage_points_share,gc_points_share,one_day_points_share,secondary_points_share,transfer_context_available,age_on_jan_1,specialty_primary,transfer_step_label,had_prior_year_trainee_with_team_to,prior_year_uci_points,prior_year_n_starts,prior_year_scored_150_flag,next_team_name,next_team_slug,next_team_base_slug,next_team_class,next_uci_points,next_racedays,next_points_per_raceday,next_team_rank_within_roster,next_team_points_share,has_observed_next_season,same_team_base_next_season,rider_reaches_150_next_season,rider_reaches_250_next_season,next_points_delta,next_racedays_delta,rider_history_source,team_context_source,result_summary_source,transfer_context_source
2021,2022,VAN DER POEL Mathieu,mathieu-van-der-poel,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,anchor,2342.0,1398.0,37.0,,63.297297,1,0.251936,1,1,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,2342.0,1398.0,0.0,True,resolved_world_continental_olympic,36,33,32,1,3,8,14,19,20,0.9696969696969697,0.5555555555555556,445.0,10.0,1711.0,176.0,0.19000853970964987,0.004269854824935952,0.7305721605465414,0.07514944491887275,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,1987.0,47.0,42.276596,1.0,0.199478,True,False,1,1,-355.0,10.0,imported_history,imported_history,imported_history,imported_history
2021,2022,PHILIPSEN Jasper,jasper-philipsen,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,anchor,1777.0,1564.0,67.0,,26.522388,2,0.191157,1,1,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,1777.0,1564.0,0.0,True,match_within_1,67,63,63,0,4,10,22,28,27,1.0,0.40298507462686567,525.0,0.0,1252.0,0.0,0.2954417557681486,0.0,0.7045582442318514,0.0,True,22.84,sprint,step_down,False,602.0,50.0,True,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,1702.0,70.0,24.314286,2.0,0.170866,True,False,1,1,-75.0,3.0,imported_history,imported_history,imported_history,imported_history
2021,2022,MERLIER Tim,tim-merlier,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,anchor,1703.0,1164.0,64.0,,26.609375,3,0.183197,1,1,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,1703.0,1164.0,0.0,True,match_within_1,64,63,61,2,1,9,16,25,24,0.9682539682539683,0.375,350.0,2.0,1343.0,8.0,0.20551967116852612,0.0011743981209630064,0.7886083382266589,0.004697592483852026,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,1383.0,62.0,22.306452,3.0,0.138841,True,False,1,1,-320.0,-2.0,imported_history,imported_history,imported_history,imported_history
2021,2022,VERMEERSCH Gianni,gianni-vermeersch,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,engine,739.0,524.0,59.0,,12.525424,4,0.079497,1,1,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,739.0,524.0,0.0,True,match_within_1,59,58,57,1,1,0,2,15,16,0.9827586206896551,0.2711864406779661,9.0,35.0,695.0,0.0,0.012178619756427604,0.04736129905277402,0.9404600811907984,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,360.0,68.0,5.294118,8.0,0.036141,True,False,1,1,-379.0,9.0,imported_history,imported_history,imported_history,imported_history
2021,2022,SBARAGLI Kristian,kristian-sbaragli,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,unclassified,320.0,219.0,67.0,,4.776119,5,0.034423,1,1,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,320.0,219.0,0.0,True,resolved_other_team_context,64,63,63,0,1,0,0,10,13,1.0,0.203125,0.0,81.0,239.0,0.0,0.0,0.253125,0.746875,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,108.0,76.0,1.421053,16.0,0.010842,True,False,0,0,-212.0,9.0,imported_history,imported_history,imported_history,imported_history
2021,2022,RIESEBEEK Oscar,oscar-riesebeek,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,unclassified,264.0,217.0,59.0,,4.474576,6,0.028399,1,1,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,264.0,217.0,0.0,True,match_within_1,58,58,57,1,0,0,2,5,9,0.9827586206896551,0.15517241379310345,40.0,71.0,153.0,0.0,0.15151515151515152,0.2689393939393939,0.5795454545454546,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,270.0,39.0,6.923077,12.0,0.027106,True,False,1,1,6.0,-20.0,imported_history,imported_history,imported_history,imported_history
2021,2022,RICKAERT Jonas,jonas-rickaert,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,unclassified,259.0,198.0,69.0,,3.753623,7,0.027861,1,1,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,259.0,198.0,0.0,True,match_within_1,70,69,65,4,1,1,3,6,12,0.9420289855072463,0.17142857142857143,0.0,19.0,240.0,0.0,0.0,0.07335907335907337,0.9266409266409267,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,0.0,15.0,0.0,39.0,0.0,True,False,0,0,-259.0,-54.0,imported_history,imported_history,imported_history,imported_history
2021,2022,TULETT Ben,ben-tulett,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,banker,239.0,203.0,38.0,,6.289474,8,0.02571,1,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,239.0,203.0,0.0,True,match_within_1,38,37,37,0,1,0,0,5,10,1.0,0.2631578947368421,0.0,88.0,151.0,0.0,0.0,0.3682008368200837,0.6317991631799164,0.0,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,MEURISSE Xandro,xandro-meurisse,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,unclassified,234.0,255.0,70.0,,3.342857,9,0.025172,1,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,234.0,255.0,0.0,True,match_within_1,70,70,68,1,0,1,1,3,9,0.9714285714285714,0.12857142857142856,0.0,93.0,141.0,0.0,0.0,0.3974358974358974,0.6025641025641025,0.0,True,28.92,gc,lateral,False,267.0,47.0,True,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,397.0,70.0,5.671429,7.0,0.039855,True,False,1,1,163.0,0.0,imported_history,imported_history,imported_history,imported_history
2021,2022,WALSLEBEN Philipp,philipp-walsleben,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,banker,218.0,203.0,42.0,,5.190476,10,0.023451,1,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,218.0,203.0,0.0,True,match_within_1,37,37,30,7,0,2,4,6,7,0.8108108108108109,0.1891891891891892,50.0,153.0,5.0,10.0,0.22935779816513763,0.7018348623853211,0.022935779816513763,0.045871559633027525,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
